selection_role,selection_reason,image_id,image_path,true_label,persistence_rank,error_decisions,error_rate_pct,architectures_failing,dominant_wrong_label,max_incorrect_confidence,correct_decisions,correct_rate_pct,mean_true_class_probability
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-1487749-4.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-1487749-4.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9992264956235886
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-1912508-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-1912508-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9973236173391342
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-1997439-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-1997439-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9978704415261745
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-1997439-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-1997439-2.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9989561438560486
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-1997439-4.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-1997439-4.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9972886182367802
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-2141150-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-2141150-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9990737028419971
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-2173657-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-2173657-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9990471974015236
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-228939-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-228939-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9989936053752899
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-228939-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-228939-2.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9980788193643093
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-2308158-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-2308158-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9983711838722229
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-2541184-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-2541184-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9975751452147961
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-303435-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-303435-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9985358007252216
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-3276918-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-3276918-2.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.998248141258955
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-3317878-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-3317878-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.996851209551096
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-3482415-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-3482415-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9970750100910664
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-364469-4.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-364469-4.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9969141930341721
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-4240777-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-4240777-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9968707263469696
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-4666680-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-4666680-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9972762316465378
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-4666680-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-4666680-2.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9983416795730591
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-4878077-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-4878077-2.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9968537203967571
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-538779-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-538779-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9990903437137604
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-5753467-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-5753467-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9978661648929119
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-7064008-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-7064008-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9971396252512932
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-732516-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-732516-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9973320513963699
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-732516-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-732516-3.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9983709193766117
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-7373858-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-7373858-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9984345622360706
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-8074563-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8074563-2.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9970609471201897
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-8074563-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8074563-3.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9985253661870956
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-8117834-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8117834-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9972869195044041
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-8261063-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8261063-2.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9989328235387802
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-8261063-6.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8261063-6.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.997804120182991
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-8261063-7.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8261063-7.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9974203743040562
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-827677-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-827677-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9988651499152184
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-8281517-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8281517-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.997231736779213
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-8345703-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8345703-2.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9984837956726551
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-8351260-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8351260-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9986935667693615
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-8811857-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8811857-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.999035008251667
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-9049813-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-9049813-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9972252584993839
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-907869-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-907869-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9991660751402378
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-907869-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-907869-2.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9989514537155628
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-9225057-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-9225057-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9991038925945759
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-9225057-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-9225057-2.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.998250924050808
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-956663-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-956663-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9987959749996662
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-9624303-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-9624303-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9986691400408745
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-9800172-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-9800172-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.9971093572676182
matched_correct_control,Correct in all 16 independent runs; matched to DRUSEN,DRUSEN/DRUSEN-987193-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-987193-1.jpeg,DRUSEN,,0,,,,,16.0,100.0,0.998405460268259
matched_correct_control,Correct in all 16 independent runs; matched to NORMAL,NORMAL/NORMAL-3108564-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-3108564-1.jpeg,NORMAL,,0,,,,,16.0,100.0,0.9991929568350315
matched_correct_control,Correct in all 16 independent runs; matched to NORMAL,NORMAL/NORMAL-3361750-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-3361750-1.jpeg,NORMAL,,0,,,,,16.0,100.0,0.9989858716726303
matched_correct_control,Correct in all 16 independent runs; matched to NORMAL,NORMAL/NORMAL-443980-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-443980-1.jpeg,NORMAL,,0,,,,,16.0,100.0,0.9990364760160446
matched_correct_control,Correct in all 16 independent runs; matched to NORMAL,NORMAL/NORMAL-447690-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-447690-2.jpeg,NORMAL,,0,,,,,16.0,100.0,0.9989857822656631
